Geneid	Chr	Start	End	Strand	Length	70aU	70bU	70ai	70bi	RAD50-3U	RAD50-4U	RAD50-3i	RAD50-4i
Tb427_060024000	Chr6_core_Tb427v10	527356	527919	-	564	0	0	0	0	0	0	0	0
Tb427_100169200	Chr10_core_Tb427v10	3964211	3964903	+	693	0	0	0	0	0	0	0	0
Tb427_110168000	Chr11_core_Tb427v10	4051900	4054014	-	2115	0	0	0	0	0	0	0	0
Tb427_080011100	Chr8_core_Tb427v10	209969	212209	-	2241	0	21	4	0	9	10	5	1
Tb427_000648600:pseudogene	unitig_1841_Tb427v10	39873	40387	-	515	0	0	0	0	0	0	0	0
Tb427_000294600	Chr3_5A_Tb427v10	191961	192470	+	510	0	0	0	0	0	0	0	0
Tb427_090013800	Chr9_core_Tb427v10	234932	236035	-	1104	0	0	0	2	14	4	4	4
Tb427_080010400	Chr8_core_Tb427v10	185841	187949	-	2109	0	16	0	2	7	0	2	0
Tb427_000141000:pseudogene	Chr11_3A_Tb427v10	953508	954946	-	1439	0	0	0	0	0	0	0	0
Tb427_040052300	Chr4_core_Tb427v10	1258440	1260023	-	1584	0	0	0	2	9	4	4	2
Tb427_000062300	Chr10_3A_Tb427v10	1187159	1188610	+	1452	0	0	0	0	0	0	0	0
Tb427_040020100	Chr4_core_Tb427v10	367938	369080	-	1143	178	26	20	24	24	38	15	34
Tb427_000197600	Chr1_3A_Tb427v10	684422	684670	+	249	0	0	0	0	0	0	0	0
Tb427_000098600:pseudogene	Chr10_3B_Tb427v10	705751	706798	-	1048	0	0	0	0	0	0	0	0
Tb427_000059600:pseudogene	Chr10_3A_Tb427v10	1069724	1071177	+	1454	0	0	0	0	0	0	0	0
Tb427_000447700:pseudogene	Chr6_3B_Tb427v10	868227	869522	+	1296	0	0	0	0	0	0	0	0
Tb427_080011500	Chr8_core_Tb427v10	222067	226359	-	4293	0	0	0	0	3	0	0	0
Tb427_000345800	Chr4_5A_Tb427v10	41394	42809	+	1416	1	0	0	0	0	0	0	0
Tb427_080029400	Chr8_core_Tb427v10	634751	637255	+	2505	0	10	0	0	0	0	0	0
Tb427_000853900	Chr4_3A_Tb427v10	353301	354170	-	870	0	0	0	0	0	0	0	0
Tb427_020023500	Chr2_core_Tb427v10	571975	572985	-	1011	13	16	0	4	13	5	3	4
Tb427_000434500:pseudogene	Chr6_3B_Tb427v10	432123	433374	-	1252	0	0	2	0	10	0	54	61
Tb427_000121100	Chr11_3A_Tb427v10	336311	337705	+	1395	0	0	0	0	0	0	0	0
Tb427_000368400	Chr5_3B_Tb427v10	47907	49352	-	1446	0	0	0	0	0	0	0	0
Tb427_110076600	Chr11_core_Tb427v10	1971102	1972541	-	1440	0	6	0	0	0	11	0	0
Tb427_110005900	Chr11_core_Tb427v10	21757	22152	-	396	0	0	0	0	0	0	0	0
Tb427_040018900	Chr4_core_Tb427v10	346846	348003	-	1158	186	264	65	33	129	167	45	104
Tb427_000248500:pseudogene	Chr1_3B_Tb427v10	109291	110717	-	1427	0	0	0	0	0	0	27	141
Tb427_020015500	Chr2_core_Tb427v10	323516	324826	+	1311	0	4	0	2	8	11	2	0
Tb427_090088200	Chr9_core_Tb427v10	2044483	2045835	+	1353	0	0	0	0	0	0	2	0
Tb427_000780500	unitig_2489_Tb427v10	19015	21504	+	2490	34	6	0	6	4	18	2	2
Tb427_070012500	Chr7_core_Tb427v10	196690	198831	-	2142	58	28	11	2	14	10	4	3
Tb427_100059500	Chr10_core_Tb427v10	1376592	1377011	+	420	0	0	17	8	0	0	0	0
Tb427_000172000:pseudogene	Chr11_3B_Tb427v10	865900	866778	+	879	0	0	0	0	0	0	0	0
Tb427_070045900	Chr7_core_Tb427v10	1071066	1073333	+	2268	0	40	6	2	0	11	6	6
Tb427_060045300	Chr6_core_Tb427v10	1057815	1058606	-	792	0	0	0	0	3	0	0	0
Tb427_060025300	Chr6_core_Tb427v10	560298	560498	-	201	0	0	0	0	0	0	0	2
Tb427_000403300	Chr6_3A_Tb427v10	773474	774865	-	1392	0	0	0	0	0	0	0	2
Tb427_000574100:pseudogene	Chr9_3A_Tb427v10	690172	691579	+	1408	0	0	0	0	0	0	0	0
Tb427_000358200	Chr5_3A_Tb427v10	256148	256759	+	612	0	0	0	0	0	0	0	0
Tb427_070053500	Chr7_core_Tb427v10	1263497	1264273	-	777	0	17	0	0	9	23	10	0
Tb427_000251600:pseudogene	Chr1_3B_Tb427v10	213095	214617	-	1523	0	0	0	0	0	0	0	0
Tb427_100039000	Chr10_core_Tb427v10	864839	865170	+	332	0	0	0	0	0	0	0	0
Tb427_100101900	Chr10_core_Tb427v10	2336317	2336448	+	132	0	7	0	2	5	6	0	0
Tb427_000212200:pseudogene	Chr1_3A_Tb427v10	1105336	1106883	-	1548	0	0	0	0	0	0	0	0
Tb427_030013000	Chr3_core_Tb427v10	213615	217892	+	4278	0	0	0	0	0	0	0	0
Tb427_000184400:pseudogene	Chr1_3A_Tb427v10	294998	296579	-	1582	0	0	0	0	0	0	0	0
Tb427_010023300	Chr1_core_Tb427v10	519470	524776	+	5307	0	9	0	0	0	0	0	0
Tb427_090079300	Chr9_core_Tb427v10	1801170	1802459	-	1290	0	2	0	0	0	3	2	0
Tb427_000296300	Chr3_5A_Tb427v10	242376	243530	+	1155	0	0	0	0	0	0	0	0
Tb427_000051100:pseudogene	Chr10_3A_Tb427v10	800945	802449	-	1505	0	0	0	0	0	0	0	0
Tb427_060029100	Chr6_core_Tb427v10	633360	634043	+	684	0	3	0	0	0	6	0	0
Tb427_000007200:pseudogene	BES12_Tb427v10	16568	17298	+	731	0	0	0	0	0	0	0	0
Tb427_100007100	Chr10_core_Tb427v10	32467	33006	+	540	0	0	0	0	0	3	0	0
Tb427_100110200	Chr10_core_Tb427v10	2541394	2543214	-	1821	0	0	0	0	1	1	1	2
Tb427_030053000	Chr3_core_Tb427v10	1254618	1260005	+	5388	0	6	2	2	0	14	0	2
Tb427_000498800	Chr8_3A_Tb427v10	468857	469483	+	627	49	8	0	0	0	8	0	0
Tb427_030054800	Chr3_core_Tb427v10	1306222	1307358	+	1137	0	0	2	10	0	0	0	0
Tb427_000047700:pseudogene	Chr10_3A_Tb427v10	712291	712799	+	509	0	0	0	0	0	0	0	0
Tb427_000581300:pseudogene	Chr9_3A_Tb427v10	913662	914509	+	848	0	0	0	0	0	0	0	0
Tb427_090059400	Chr9_core_Tb427v10	1353606	1355351	-	1746	0	1	1	0	16	0	4	0
Tb427_000084400:pseudogene	Chr10_3B_Tb427v10	280534	282030	+	1497	0	0	0	0	0	0	0	0
Tb427_110142000	Chr11_core_Tb427v10	3413398	3414405	+	1008	0	0	0	0	0	11	0	0
Tb427_040024200	Chr4_core_Tb427v10	484868	485317	+	450	0	2	1	0	0	0	0	0
Tb427_000860600	Chr8_5A_Tb427v10	674536	675753	+	1218	0	0	0	0	0	0	0	0
Tb427_070083300:pseudogene	Chr7_core_Tb427v10	2183865	2184621	+	757	0	0	0	0	0	1	0	0
Tb427_000117600:pseudogene	Chr11_3A_Tb427v10	246833	247305	+	473	0	0	0	0	0	0	0	0
Tb427_010020700	Chr1_core_Tb427v10	455846	456352	+	507	0	8	0	4	5	5	2	5
Tb427_010026400:pseudogene	Chr1_core_Tb427v10	633494	634177	-	684	0	0	0	0	0	0	0	0
Tb427_100099900	Chr10_core_Tb427v10	2291274	2291972	+	699	2	4	2	0	7	15	0	2
Tb427_110053500	Chr11_core_Tb427v10	1354888	1356048	+	1161	0	8	0	0	8	0	2	4
Tb427_000123400:pseudogene	Chr11_3A_Tb427v10	423039	423926	-	888	0	0	0	0	0	0	0	0
Tb427_000612900:pseudogene	Chr9_3B_Tb427v10	397093	398007	-	915	0	0	0	0	0	0	0	0
Tb427_000522300	Chr8_5A_Tb427v10	718553	719461	+	909	56	19	0	0	38	33	49	71
Tb427_100040100	Chr10_core_Tb427v10	900064	903234	+	3171	0	0	0	0	0	0	2	0
Tb427_100023200	Chr10_core_Tb427v10	458347	459795	+	1449	0	0	0	0	0	2	0	0
Tb427_000217200:pseudogene	Chr1_3A_Tb427v10	1269957	1271390	-	1434	0	14	0	0	38	46	156	242
Tb427_000073300:pseudogene	Chr10_3A_Tb427v10	1553293	1554258	-	966	0	0	0	0	0	0	0	0
Tb427_000074600	Chr10_3A_Tb427v10	1589531	1590127	-	597	0	0	0	0	0	0	0	0
Tb427_000344100:pseudogene	Chr4_3B_Tb427v10	281488	282346	-	859	0	0	0	0	0	0	0	0
Tb427_070075500:pseudogene	Chr7_core_Tb427v10	1939775	1940289	-	515	9	0	0	0	4	2	0	0
Tb427_110096500	Chr11_core_Tb427v10	2453865	2455031	+	1167	0	0	0	0	6	0	4	0
Tb427_000671500	unitig_1897_Tb427v10	26714	29104	+	2391	0	0	0	0	0	0	0	0
Tb427_000099100:pseudogene	Chr10_3B_Tb427v10	730244	731540	+	1297	0	0	0	0	0	0	0	0
Tb427_100043200	Chr10_core_Tb427v10	997872	998534	-	663	30	46	0	13	0	24	15	10
Tb427_100104900	Chr10_core_Tb427v10	2421453	2422358	+	906	0	0	0	0	0	0	0	0
Tb427_000127500	Chr11_3A_Tb427v10	548267	548638	-	372	0	0	0	0	0	0	0	0
Tb427_000833100	unitig_395_Tb427v10	6881	7183	+	303	0	0	0	0	0	0	0	0
Tb427_000396900	Chr6_3A_Tb427v10	561731	563191	-	1461	0	0	0	0	0	6	76	159
Tb427_000308500	Chr4_3A_Tb427v10	103778	105187	-	1410	0	0	0	0	0	0	0	0
Tb427_110132600	Chr11_core_Tb427v10	3174071	3175789	+	1719	0	0	0	2	0	4	0	2
Tb427_000280900:pseudogene	Chr2_5A_Tb427v10	79717	81192	+	1476	0	0	0	0	0	0	0	0
Tb427_040052500	Chr4_core_Tb427v10	1264802	1266004	-	1203	34	25	0	4	52	25	4	4
Tb427_000545100:pseudogene	Chr8_5B_Tb427v10	651539	651849	+	311	0	0	0	0	0	0	0	0
Tb427_000394300:pseudogene	Chr6_3A_Tb427v10	482354	485062	+	2709	0	0	0	0	0	0	0	0
Tb427_000257700:pseudogene	Chr1_3B_Tb427v10	406501	407341	-	841	0	0	0	0	0	0	0	0
Tb427_070073000	Chr7_core_Tb427v10	1847126	1847956	-	831	0	1	0	0	0	0	0	0
Tb427_020031500	Chr2_core_Tb427v10	800718	803330	+	2613	0	3	0	2	0	0	2	4
Tb427_070028700	Chr7_core_Tb427v10	611759	613561	-	1803	0	51	20	8	39	31	10	18
Tb427_000024800	BES7_Tb427v10	52132	52869	+	738	6	26	2	2	26	14	11	16
Tb427_010016000	Chr1_core_Tb427v10	342176	344224	+	2049	0	0	0	0	9	0	2	0
Tb427_080069800	Chr8_core_Tb427v10	1744609	1746033	+	1425	0	0	0	0	0	0	0	0
Tb427_020012600	Chr2_core_Tb427v10	257918	260785	+	2868	0	0	2	0	0	0	0	0
Tb427_110027000	Chr11_core_Tb427v10	585769	590343	+	4575	64	0	0	0	0	0	2	2
Tb427_000712200:pseudogene	unitig_2120_Tb427v10	1173	3016	-	1844	3	8	0	0	2	4	0	4
Tb427_000716700:pseudogene	unitig_2137_Tb427v10	16622	17918	-	1297	0	0	0	0	14	0	3	3
Tb427_000156700	Chr11_3B_Tb427v10	391873	393339	+	1467	0	0	0	0	12	18	12	62
Tb427_100035500	Chr10_core_Tb427v10	777707	778114	+	408	0	0	0	0	0	0	0	0
Tb427_070041300	Chr7_core_Tb427v10	935162	935839	-	678	0	0	0	0	1	0	0	0
Tb427_100085300	Chr10_core_Tb427v10	1966169	1966744	-	576	0	0	0	0	0	0	0	0
Tb427_000614700	Chr9_3B_Tb427v10	467239	468966	-	1728	0	0	0	0	0	0	2	2
Tb427_000573700:pseudogene	Chr9_3A_Tb427v10	679645	681033	+	1389	0	0	0	0	0	0	0	0
Tb427_070006700	Chr7_core_Tb427v10	44423	45451	-	1029	0	0	0	0	0	0	0	0
Tb427_000088400:pseudogene	Chr10_3B_Tb427v10	390428	391831	-	1404	0	39	0	0	14	4	10	44
Tb427_100017700	Chr10_core_Tb427v10	324714	325346	-	633	0	18	6	2	12	0	2	4
Tb427_030038000	Chr3_core_Tb427v10	854079	855362	+	1284	0	14	0	0	14	8	2	0
Tb427_000519400:pseudogene	Chr8_5A_Tb427v10	600516	601644	+	1129	0	0	0	0	0	0	0	0
Tb427_110023500	Chr11_core_Tb427v10	515063	515293	-	231	0	2	4	0	4	10	1	6
Tb427_000436800:pseudogene	Chr6_3B_Tb427v10	531959	533515	-	1557	10	68	74	44	272	394	88003	173779
Tb427_000311100	Chr4_3A_Tb427v10	186052	186852	-	801	0	16	0	0	8	13	4	0
Tb427_000212600:pseudogene	Chr1_3A_Tb427v10	1116952	1118305	+	1354	0	0	0	0	0	0	0	0
Tb427_100084300	Chr10_core_Tb427v10	1950264	1950956	-	693	0	0	0	0	0	0	0	0
Tb427_000102300	Chr10_3B_Tb427v10	832178	832924	-	747	0	0	0	0	0	0	0	0
Tb427_000487600:pseudogene	Chr8_3A_Tb427v10	108848	109716	-	869	0	0	0	0	0	0	0	0
Tb427_100138700	Chr10_core_Tb427v10	3195163	3196755	-	1593	0	8	0	10	12	23	32	16
Tb427_060013600	Chr6_core_Tb427v10	309796	311148	-	1353	0	4	2	0	2	2	0	0
Tb427_110013800	Chr11_core_Tb427v10	212919	216581	+	3663	0	4	0	0	0	16	0	0
Tb427_000203000:pseudogene	Chr1_3A_Tb427v10	842507	843728	-	1222	0	0	0	0	0	0	0	0
Tb427_000823700:pseudogene	unitig_3082_Tb427v10	31087	32614	-	1528	0	0	0	0	0	0	0	0
Tb427_000678300	unitig_190_Tb427v10	920	1534	-	615	0	0	0	0	0	0	0	0
Tb427_000697500:pseudogene	unitig_1986_Tb427v10	18927	19241	+	315	0	6	0	0	0	0	0	0
Tb427_110086900	Chr11_core_Tb427v10	2205115	2206071	-	957	0	0	0	0	2	0	0	0
Tb427_030008700	Chr3_core_Tb427v10	93619	94689	+	1071	0	0	0	0	0	0	0	0
Tb427_000251800:pseudogene	Chr1_3B_Tb427v10	219504	220974	-	1471	0	0	0	0	0	0	0	0
Tb427_030028800	Chr3_core_Tb427v10	618265	619968	-	1704	0	0	0	1	3	0	0	0
Tb427_010012100	Chr1_core_Tb427v10	201954	203906	+	1953	0	29	0	0	0	0	0	4
Tb427_000579300	Chr9_3A_Tb427v10	842837	843295	-	459	0	0	0	0	0	0	0	0
Tb427_100057100	Chr10_core_Tb427v10	1309245	1309991	+	747	0	0	0	2	8	0	0	0
Tb427_030050900	Chr3_core_Tb427v10	1205317	1207932	-	2616	0	0	0	0	0	2	0	4
Tb427_000349600	Chr5_3A_Tb427v10	15855	16424	-	570	0	0	0	0	0	3	0	0
Tb427_030012800	Chr3_core_Tb427v10	205692	209453	+	3762	1	41	4	4	0	19	3	4
Tb427_080044100:pseudogene	Chr8_core_Tb427v10	1051319	1054448	-	3130	0	49	0	0	6	0	2	2
Tb427_000664800:pseudogene	unitig_1879_Tb427v10	4495	4869	-	375	0	0	0	0	0	0	0	0
Tb427_030014900	Chr3_core_Tb427v10	274785	275171	-	387	0	6	0	2	6	7	6	11
Tb427_000022200:pseudogene	BES5_Tb427v10	4182	6036	+	1855	0	0	0	0	0	0	2	0
Tb427_000181300	Chr1_3A_Tb427v10	189165	190740	-	1576	0	0	0	0	0	0	0	0
Tb427_000390700:pseudogene	Chr6_3A_Tb427v10	377744	379246	-	1503	0	0	0	0	0	0	0	0
Tb427_000485000:pseudogene	Chr8_3A_Tb427v10	25722	26189	-	468	0	0	0	0	0	0	0	0
Tb427_000703800:pseudogene	unitig_2078_Tb427v10	18018	18512	-	495	0	5	0	0	1	0	2	4
Tb427_000195900:pseudogene	Chr1_3A_Tb427v10	645141	646580	-	1440	0	0	0	0	0	0	2	0
Tb427_000640200	unitig_166_Tb427v10	132082	132456	+	375	0	0	0	0	0	0	0	0
Tb427_070069000	Chr7_core_Tb427v10	1713742	1714258	-	517	0	0	0	0	0	0	0	0
Tb427_000855500	Chr5_3A_Tb427v10	122320	123120	-	801	0	0	0	0	0	0	0	0
Tb427_000060600:pseudogene	Chr10_3A_Tb427v10	1134250	1135696	+	1447	0	0	0	0	0	0	0	0
Tb427_000146600	Chr11_3B_Tb427v10	60034	60279	+	246	0	0	0	0	0	0	0	0
Tb427_000320900:pseudogene	Chr4_3A_Tb427v10	494382	495272	-	891	0	0	0	0	0	0	0	0
Tb427_000812700:pseudogene	unitig_2977_Tb427v10	4504	7206	+	2703	0	0	0	0	0	0	0	0
Tb427_060046300	Chr6_core_Tb427v10	1075109	1075456	-	348	299	183	43	4	100	90	31	51
Tb427_000539100	Chr8_5B_Tb427v10	453712	455074	+	1363	0	0	0	0	0	0	21	26
Tb427_020007700	Chr2_core_Tb427v10	95076	97997	-	2922	43	40	6	25	6	30	12	21
Tb427_100166300	Chr10_core_Tb427v10	3897549	3897610	+	62	0	0	0	0	1	0	0	0
Tb427_030006000	Chr3_core_Tb427v10	43628	43852	-	225	0	0	0	1	0	2	1	0
Tb427_000237700:pseudogene	Chr1_3A_Tb427v10	1918614	1921316	-	2703	0	0	0	0	0	0	0	0
Tb427_000057700:pseudogene	Chr10_3A_Tb427v10	1008350	1009173	-	824	0	0	0	0	0	0	0	0
Tb427_070066100	Chr7_core_Tb427v10	1616918	1618714	+	1797	0	0	0	0	0	0	0	0
Tb427_100033200	Chr10_core_Tb427v10	698084	706165	+	8082	0	41	0	0	10	4	2	0
Tb427_040032900	Chr4_core_Tb427v10	729067	729684	+	618	4	0	0	0	0	0	2	0
Tb427_000050400	Chr10_3A_Tb427v10	780965	782461	-	1497	0	0	0	0	0	0	0	0
Tb427_100119500	Chr10_core_Tb427v10	2744308	2745594	-	1287	0	0	0	0	0	0	0	0
Tb427_090093100	Chr9_core_Tb427v10	2179050	2180507	-	1458	74	54	6	2	13	36	4	0
Tb427_000390800:pseudogene	Chr6_3A_Tb427v10	380341	381879	-	1539	0	0	0	0	0	0	0	0
Tb427_080010100	Chr8_core_Tb427v10	179220	180179	-	960	0	0	0	0	0	1	0	0
Tb427_100045300	Chr10_core_Tb427v10	1061410	1061649	-	240	0	2	0	0	0	3	0	2
Tb427_000362600	Chr5_3A_Tb427v10	392572	393885	-	1314	0	0	0	0	0	0	0	0
Tb427_050013300	Chr5_core_Tb427v10	320159	321334	+	1176	0	0	0	0	0	0	0	0
Tb427_000158500:pseudogene	Chr11_3B_Tb427v10	443498	445006	+	1509	0	0	0	0	0	0	0	0
Tb427_090008800	Chr9_core_Tb427v10	105567	105950	-	384	0	0	0	0	0	0	0	0
Tb427_000296800:pseudogene	Chr3_5A_Tb427v10	258368	259863	+	1496	0	0	0	0	0	0	0	0
Tb427_000753200	unitig_2313_Tb427v10	3285	7617	+	4333	5	2	4	2	0	4	0	4
Tb427_110171300	Chr11_core_Tb427v10	4124596	4125693	-	1098	0	0	0	0	0	0	0	0
Tb427_070071400:pseudogene	Chr7_core_Tb427v10	1782038	1782496	+	459	0	0	0	0	0	0	0	0
Tb427_080043600	Chr8_core_Tb427v10	1037571	1040927	-	3357	0	0	0	0	0	0	0	2
Tb427_030018500	Chr3_core_Tb427v10	364333	366360	-	2028	0	0	0	0	0	0	0	0
Tb427_050033700	Chr5_core_Tb427v10	919871	920674	+	804	0	0	0	3	7	4	0	0
Tb427_000602400:pseudogene	Chr9_3B_Tb427v10	58596	59513	-	918	0	0	0	0	0	0	0	0
Tb427_110184400	Chr11_core_Tb427v10	4456546	4457634	-	1089	0	0	0	0	2	0	0	0
Tb427_000657100:pseudogene	unitig_1857_Tb427v10	55	1184	+	1130	0	0	0	0	0	0	0	0
Tb427_110132000	Chr11_core_Tb427v10	3147668	3152035	+	4368	0	23	0	2	0	4	2	4
Tb427_100053500:pseudogene	Chr10_core_Tb427v10	1213262	1214674	-	1413	3800	12058	1424	2091	6065	5221	1541	3499
Tb427_090067800	Chr9_core_Tb427v10	1547064	1548512	+	1449	0	20	4	4	40	61	9	5
Tb427_000197400	Chr1_3A_Tb427v10	680523	682364	+	1842	0	0	0	0	0	0	0	1
Tb427_020033000:pseudogene	Chr2_core_Tb427v10	861619	863103	+	1485	0	0	0	0	0	0	0	0
Tb427_000190900	Chr1_3A_Tb427v10	507893	508798	+	906	0	0	0	0	0	0	0	0
Tb427_080024700	Chr8_core_Tb427v10	535048	539793	+	4746	0	2	0	0	13	2	2	2
Tb427_000321800:pseudogene	Chr4_3A_Tb427v10	515930	517296	-	1367	0	0	0	0	0	0	0	2
Tb427_000009400	BES13_Tb427v10	54641	55627	+	987	33	13	11	7	17	24	5	11
Tb427_000766300:pseudogene	unitig_2451_Tb427v10	36439	36756	+	318	1	0	0	0	7	0	3	11
Tb427_100070200	Chr10_core_Tb427v10	1658740	1660071	+	1332	0	0	0	0	0	0	2	0
Tb427_000031400:pseudogene	Chr10_3A_Tb427v10	209580	210912	+	1333	0	15	0	2	21	17	44	94
Tb427_040031200	Chr4_core_Tb427v10	682350	688562	+	6213	0	12	0	0	78	46	10	0
Tb427_000208400:pseudogene	Chr1_3A_Tb427v10	997464	998018	-	555	0	0	0	0	0	0	0	0
Tb427_000524700	Chr8_5B_Tb427v10	20706	21158	-	453	0	0	0	0	0	0	0	0
Tb427_100025800	Chr10_core_Tb427v10	513271	513786	+	516	0	10	0	0	5	4	4	0
Tb427_000526200:pseudogene	Chr8_5B_Tb427v10	63952	64618	-	667	0	0	0	0	0	0	0	0
Tb427_100059300	Chr10_core_Tb427v10	1372627	1374189	+	1563	0	16	0	0	0	0	0	0
Tb427_110178600	Chr11_core_Tb427v10	4308286	4311426	-	3141	0	24	6	4	13	10	6	0
Tb427_000383000:pseudogene	Chr6_3A_Tb427v10	151699	153239	-	1541	0	8	1	0	184	133	4543	7738
Tb427_110078200	Chr11_core_Tb427v10	2014606	2016096	+	1491	0	8	0	3	9	14	0	0
Tb427_100085500	Chr10_core_Tb427v10	1971945	1974134	-	2190	0	0	0	0	0	0	0	10
Tb427_000513000:pseudogene	Chr8_5A_Tb427v10	378495	380084	+	1590	0	0	0	0	0	0	2	10
Tb427_000705300	unitig_2080_Tb427v10	38855	43036	+	4182	46	2	14	4	27	19	10	24
Tb427_110017500	Chr11_core_Tb427v10	352762	353844	+	1083	104	25	4	2	30	37	8	18
Tb427_100011800	Chr10_core_Tb427v10	161177	165232	+	4056	0	52	0	4	12	8	2	0
Tb427_000688000	unitig_1928_Tb427v10	4099	4578	-	480	0	0	0	0	0	0	0	0
Tb427_000476000	Chr7_5A_Tb427v10	645387	646922	+	1536	0	0	0	0	8	3	9	9
Tb427_030023300	Chr3_core_Tb427v10	478064	479491	+	1428	0	2	0	0	0	1	0	4
Tb427_000270000:pseudogene	Chr1_5A_Tb427v10	40975	42912	-	1938	0	14	0	0	0	0	2	0
Tb427_000817300:pseudogene	unitig_301_Tb427v10	19134	20481	-	1348	0	0	0	0	0	0	0	0
Tb427_100049300	Chr10_core_Tb427v10	1142907	1143770	-	864	0	4	0	0	0	0	0	0
Tb427_000624400:pseudogene	Chr9_5A_Tb427v10	257956	259545	+	1590	0	0	0	0	0	0	0	0
Tb427_090012800	Chr9_core_Tb427v10	212189	212818	-	630	0	0	0	0	0	0	0	2
Tb427_110106400	Chr11_core_Tb427v10	2664393	2665418	-	1026	0	0	2	0	0	0	0	0
Tb427_000635500	unitig_148_Tb427v10	22137	22826	+	690	0	0	0	0	0	0	0	0
Tb427_080082100	Chr8_core_Tb427v10	2075104	2076507	+	1404	0	0	0	0	12	0	0	7
Tb427_100045800	Chr10_core_Tb427v10	1069407	1069628	-	222	0	0	0	0	1	0	0	0
Tb427_000471300	Chr7_5A_Tb427v10	521263	522765	+	1503	0	0	0	0	0	0	0	1
Tb427_000227100	Chr1_3A_Tb427v10	1588635	1589468	-	834	0	0	0	0	0	0	6	8
Tb427_000437400	Chr6_3B_Tb427v10	545548	546296	-	749	0	0	0	0	0	0	11	14
Tb427_000551500	Chr9_3A_Tb427v10	76516	77766	+	1251	0	0	0	0	0	0	0	0
Tb427_000515300	Chr8_5A_Tb427v10	453204	454589	+	1386	0	0	0	0	0	0	0	0
Tb427_000263400:pseudogene	Chr1_3B_Tb427v10	562033	562973	-	941	0	0	0	0	0	0	0	0
Tb427_110017000	Chr11_core_Tb427v10	335999	338623	+	2625	4	6	0	0	2	2	2	4
Tb427_070059300	Chr7_core_Tb427v10	1426845	1427828	+	984	0	3	0	0	3	0	2	2
Tb427_070035900	Chr7_core_Tb427v10	768565	772062	+	3498	0	6	2	0	24	0	0	2
Tb427_000096000	Chr10_3B_Tb427v10	619388	620839	-	1452	0	0	0	0	0	0	0	0
Tb427_000414400	Chr6_3A_Tb427v10	1117817	1118899	-	1083	0	0	0	0	0	3	19	24
Tb427_060023400	Chr6_core_Tb427v10	512200	513720	-	1521	0	0	0	0	0	0	0	0
Tb427_000111200:pseudogene	Chr11_3A_Tb427v10	26351	28988	-	2638	0	0	0	0	0	0	0	0
Tb427_080026900	Chr8_core_Tb427v10	576924	580400	+	3477	0	0	0	0	2	4	2	8
Tb427_030032700:pseudogene	Chr3_core_Tb427v10	714427	714996	-	570	0	0	0	0	0	0	0	0
Tb427_000433600:pseudogene	Chr6_3B_Tb427v10	400471	402013	-	1543	0	0	0	0	0	0	0	0
Tb427_000272400	Chr1_5A_Tb427v10	134371	136869	-	2499	50	4	8	2	2	12	10	5
Tb427_110141900	Chr11_core_Tb427v10	3409773	3412526	+	2754	0	2	2	0	0	0	0	4
Tb427_070007300:pseudogene	Chr7_core_Tb427v10	54169	54691	-	523	0	0	0	0	0	0	0	0
Tb427_000530100	Chr8_5B_Tb427v10	181602	182177	+	576	0	0	0	0	0	0	0	0
Tb427_000641100:pseudogene	unitig_168_Tb427v10	9374	9724	-	351	0	0	0	0	0	0	0	0
Tb427_000708100:pseudogene	unitig_2087_Tb427v10	24987	25306	+	320	0	0	0	0	0	0	0	0
Tb427_000089100:pseudogene	Chr10_3B_Tb427v10	408492	409999	+	1508	0	0	0	0	0	0	0	0
Tb427_050037800	Chr5_core_Tb427v10	1030508	1031608	-	1101	0	2	0	0	7	0	0	0
Tb427_100019300	Chr10_core_Tb427v10	373720	375387	-	1668	95	25	0	10	9	12	0	16
Tb427_100043100	Chr10_core_Tb427v10	994916	996826	-	1911	55	10	4	14	18	19	21	31
Tb427_000209200:pseudogene	Chr1_3A_Tb427v10	1024334	1024975	-	642	0	0	0	0	0	0	0	0
Tb427_070062900	Chr7_core_Tb427v10	1538371	1539267	+	897	44	0	0	0	0	0	0	0
Tb427_000283900:pseudogene	Chr2_5A_Tb427v10	181583	183047	-	1465	0	0	2	0	6	0	0	6
Tb427_000016700	BES2_Tb427v10	23443	27249	+	3807	0	8	0	0	0	12	0	0
Tb427_090062500	Chr9_core_Tb427v10	1420912	1424088	-	3177	0	0	0	0	0	10	2	9
Tb427_000199200:pseudogene	Chr1_3A_Tb427v10	724579	725945	-	1367	0	0	0	0	0	0	0	0
Tb427_010013500	Chr1_core_Tb427v10	236027	237508	+	1482	0	13	2	4	0	10	2	4
Tb427_000557500:pseudogene	Chr9_3A_Tb427v10	235096	236248	-	1153	0	0	0	0	0	0	0	0
Tb427_070064900	Chr7_core_Tb427v10	1581700	1582050	+	351	0	1	0	0	0	0	3	0
Tb427_010019200	Chr1_core_Tb427v10	416821	417222	+	402	0	0	0	0	0	0	0	2
Tb427_090022800	Chr9_core_Tb427v10	462494	463156	+	663	48	2	0	0	0	0	0	0
Tb427_020018800	Chr2_core_Tb427v10	432703	433515	-	813	0	0	0	0	0	0	4	0
Tb427_040044300	Chr4_core_Tb427v10	1018812	1021502	-	2691	0	8	0	2	0	0	2	0
Tb427_000090700:pseudogene	Chr10_3B_Tb427v10	460860	461217	+	358	0	0	0	0	0	0	0	0
